book_a;book_b;count
0451124340;0451160525;3
0451124340;0451188462;3
0451124340;0525941908;3
0451124340;067102423X;3
0451124340;0671867156;3
0451124340;0684867621;3
0399143947;0399146253;3
0399141146;0375706771;3
0399141146;0439139597;3
0399141146;0399146431;3
0316143464;0385504209;3
0316143464;0441009239;3
0399141146;014023313X;3
0399141146;0060928336;3
0399143947;0439064872;3
0399143947;0385504209;3
0399143947;0385497466;3
0399143947;0385472951;3
0399143947;059035342X;3
0399143947;0553802496;3
0399143947;0553572326;3
0316143464;0316601950;3
0316143464;0312979096;3
0449227421;0425154092;3
0449227421;0312305060;3
0449227421;0312955006;3
0449227421;0312976275;3
0449227421;034536676X;3
0449227421;0380718332;3
044922046X;0553574671;3
044922046X;0553279912;3
044922046X;0440211727;3
044922046X;0316666343;3
0449911519;0156027321;3
0449911519;0316096199;3
0449911519;038572179X;3
0449911519;0671003755;3
0449911519;0767905180;3
0399142851;0440214041;3
0399142851;044021145X;3
0399142851;0399150897;3
0449911519;014028009X;3
0449907481;0375707972;3
0449907481;0060930535;3
0399142851;0345366239;3
0345413377;0316666343;3
0446606324;0446603589;3
0446606324;0446605239;3
0446606324;0446607657;3
0345413369;0380789035;3
0345413369;0440214041;3
0345413377;0380002930;3
0345413377;0380789019;3
0345413377;0380789035;3
0345413377;0380977788;3
0345413369;0060930535;3
0345413369;0060977493;3
0345413369;0316666343;3
0345413369;0316781266;3
0345413369;0060934417;3
0316769509;0316777730;3
0316769509;0316666343;3
0316769509;0553278223;3
0425161242;0345337662;3
0425161242;0312924585;3
0425161242;0440213525;3
0345413369;0553280341;3
0345413865;0440211727;3
0345413865;0312924585;3
0345413865;0345413881;3
0345413865;0425163407;3
0345413865;0312278586;3
0345413377;0446310786;3
0345413865;0316601950;3
0345413865;0380817691;3
0345413865;0525947647;3
0345413865;0553279912;3
0767905202;0385335830;3
0767905202;0385335482;3
0671250671;0786868716;3
0061000043;0345361792;3
0679405283;0440214041;3
0671250671;0670892963;3
0671250671;0679731148;3
0767905202;0385335881;3
014131088X;0316780375;3
014131088X;0316769487;3
0061000043;0064471063;3
0061000043;0345370775;3
0671250671;0684872153;3
0679405283;0452279178;3
0679405283;0452262143;3
0679405283;0385472951;3
0684862719;0440211727;3
076790382X;0060934417;3
0684862719;0316601950;3
0767902890;0871136791;3
0671886665;0060502258;3
0671894455;0440211727;3
0688177743;0060976845;3
0688177743;0345416260;3
0688177743;0345438329;3
0061000043;0140143505;3
0767902890;0679735909;3
0767902890;0671027344;3
0767905202;0345441265;3
0679405283;0375504397;3
0836220889;0452283442;3
0767902890;0553296981;3
0767902890;0553380095;3
0671250671;0449212602;3
0679405283;0375401598;3
0767902890;0679734775;3
076790382X;0060920084;3
0671004565;0671014919;3
0140186409;0385720955;3
193156146X;0684874350;3
193156146X;0743412028;3
0671004565;0671568175;3
193156146X;0743454529;3
0804105820;0804114986;3
006098824X;0670892963;3
0671004565;0553572997;3
0804105820;0842329218;3
193156146X;0609608444;3
0140186409;0804111359;3
193156146X;0553284789;3
0140186409;0380977788;3
0064472795;0385335482;3
0767902890;0679744398;3
0836220889;059035342X;3
0061000043;0061097853;3
0767902890;0684801523;3
0671894455;0446607657;3
0671894455;080410526X;3
0684862719;038079487X;3
0671886665;0312924585;3
0767902890;0684867621;3
0064472795;014131088X;3
0064472795;0140298479;3
0671894455;055321313X;3
000649840X;0375756981;3
0060930187;0452282152;3
0140185216;0767902890;3
0671894455;044022165X;3
0671894455;0440221471;3
0767905202;0316776963;3
0061000043;006016848X;3
0671886665;044021145X;3
006098824X;0060173289;3
1558745017;0316666343;3
0671886665;0440211727;3
1558745017;0345387651;3
0767905202;0060008032;3
0671683993;0440219078;3
0671886665;0440224764;3
0671894455;0345337662;3
0671886665;0345342968;3
1573229725;0060920084;3
1573229725;0060938455;3
0671886665;0446610038;3
1573229725;006000438X;3
1573229725;0140143505;3
006098824X;0140293248;3
0140042393;0316666343;3
0671683993;0375412530;3
0671683993;034541389X;3
0767907817;0743418190;3
0836217691;0345413903;3
0767907817;0786868716;3
0064471063;0440206154;3
0671683993;0385479565;3
1558745017;0670894605;3
1558745017;0553579754;3
1558745017;0312195516;3
0140042393;0425169693;3
0671039741;0842329129;3
1558745017;0440225701;3
1558745017;0440217547;3
0671683993;042516098X;3
0140042393;0385504209;3
0671683993;0441003257;3
0671683993;0440940001;3
0140430725;0440206154;3
0671683993;0385722206;3
0140430725;0451526341;3
1558744630;0446610399;3
1558744630;1558743669;3
000649840X;0860074382;3
0553578316;0671001795;3
0553578316;0609804138;3
0020442203;055321313X;3
006098824X;0312278586;3
0553578316;0385265700;3
0553578316;0449003795;3
0553578316;0446606812;3
0553578316;0449005615;3
0553578316;0553560247;3
0553578316;0452282152;3
0553578685;0061009059;3
076790382X;1558743669;3
076790382X;1573225517;3
1576737330;0312966091;3
0553578685;0684867621;3
0553578685;068484477X;3
1576737330;0060987103;3
1576737330;0064407667;3
076790382X;0316284955;3
0671894455;0345370775;3
0671894455;0316666343;3
0684862719;0804106304;3
0671894455;0345439104;3
1576737330;0440211727;3
0553578685;0446612790;3
1576737330;0385505833;3
1576737330;0385720106;3
0060930187;0553279378;3
0553578685;0553578022;3
0553578685;0553576801;3
0553578685;0440211727;3
076790382X;0743418174;3
076790382X;0767905180;3
006098824X;0316569321;3
1576737330;0842329250;3
1576737330;0842332251;3
006098824X;0316777722;3
0836218620;0618002219;3
0671011375;0440498058;3
0740704818;0670894605;3
0060916508;0316096199;3
0836218620;0804106304;3
0671880187;0060175966;3
080213825X;0312980159;3
080213825X;0312291639;3
080213825X;0446605239;3
0060916508;0345391802;3
0836218620;080410753X;3
0671880187;0060934417;3
080213825X;0316569321;3
0060256672;0449221482;3
0688177859;038550926X;3
0671880187;0316666343;3
0060256672;0449221490;3
1573225517;0679745203;3
0688177859;038533334X;3
0688177859;0375726403;3
0688177859;0375700757;3
1573225517;043935806X;3
0688177859;0399146431;3
0671880187;0140293248;3
0064472795;0446670251;3
1878424319;0345361792;3
1878424319;0345392825;3
000649840X;0446672211;3
1878424319;0375707972;3
006098824X;0440236673;3
1878424319;0446532231;3
1878424319;0446605239;3
1878424319;0553280341;3
0836218787;0439064864;3
0689817851;0805063897;3
0671880187;0385504209;3
0836218787;0439136350;3
0689817851;0553208845;3
0671880187;0439136350;3
0060256672;0452268060;3
0140185216;0451156609;3
0671880187;0375705856;3
0671880187;0375725849;3
0060930187;0060929790;3
0553580930;0156027321;3
0553580930;0312195516;3
0553580930;0345417623;3
0553580930;0312282990;3
0060256672;0553284789;3
1573225517;0064407675;3
1573225517;0140067477;3
0836218787;0618002219;3
0060256672;0553280341;3
0060256672;0553279556;3
0553580930;006101351X;3
0060256672;039592720X;3
0553580930;034536676X;3
0553580930;0345370775;3
0553580272;0743467523;3
0671868691;0345391055;3
0836218353;1558531025;3
0679419462;0670858692;3
0679419462;0452282829;3
0679419462;0679444815;3
1573225517;076790382X;3
0060256672;0590353403;3
1573225517;0877017883;3
0060930187;0316769487;3
0689817851;0375725784;3
0060930187;0156027321;3
1931561648;0385512104;3
1931561648;0446605239;3
0060930187;1573229326;3
1931561648;0345423291;3
000649840X;0316666343;3
1931561648;0060987103;3
0671527215;0385504209;3
0671886665;1558744150;3
1931561648;0345444884;3
1931561648;0375727132;3
000649840X;0385482388;3
000649840X;0380813815;3
0553576798;0743206029;3
0553576798;0743418204;3
0553576798;0671534718;3
0553576798;0671034006;3
1880418568;0345351525;3
1880418568;0385504209;3
1880418568;0385510438;3
0064472795;0439064864;3
0064472795;0439136350;3
1880418568;0316666343;3
1880418568;0345337662;3
0060930187;0684801523;3
0060930187;067976402X;3
0671886665;0671004530;3
0553578308;0312978383;3
0064472795;0439139597;3
000649840X;0440222656;3
0064472795;0385730586;3
0671886665;059035342X;3
0553578308;0440414806;3
0553578308;0439139597;3
0553578308;0439136350;3
0553578308;0553574671;3
0553578308;0553574663;3
0553578308;0590353403;3
000649840X;0743418174;3
0064471063;0439136350;3
076790592X;0345361792;3
0671004107;0441790348;3
055358099X;051513628X;3
0671014196;0446611867;3
0671670689;051513628X;3
0671014196;0446612545;3
0671670689;0515131229;3
0671670689;0515128546;3
0671014196;0446610038;3
076790592X;0786868716;3
0553581554;0345370775;3
0553581554;0345354621;3
0836218353;0439139597;3
1558746226;0061009059;3
1558746226;0060987529;3
0140185216;0393319296;3
0671004107;0142001740;3
0553581554;014028009X;3
0836218353;0440215625;3
076790592X;0385504209;3
1558746226;0440226430;3
055358099X;0515120006;3
055358099X;051511779X;3
076790592X;0671021001;3
0140481389;0316666343;3
055358099X;0515124214;3
055358099X;0373218036;3
0060932759;0345387651;3
055358099X;0446606812;3
055358099X;0515132020;3
076790592X;0446676098;3
074322535X;0743237188;3
074322535X;0679751521;3
074322535X;0671021001;3
074322535X;0671003755;3
0064471055;0440214041;3
0679432477;0312243022;3
0140042598;034536676X;3
074322535X;0671042572;3
074322535X;0671038184;3
0679432477;0060987103;3
074322535X;0316666343;3
0140042598;0345370775;3
0140386645;0140293248;3
0743224574;0312278586;3
0140386645;0553274295;3
0679432477;0060938455;3
0064471055;0877017883;3
0140042598;0060964049;3
0064471055;0439136350;3
0140386645;0312195516;3
0140386645;0060987529;3
0064471055;0439139600;3
0679432477;0312282990;3
0140042598;0345361792;3
0140386645;0060928336;3
0140481389;0380002930;3
0836218353;0385484518;3
0140185216;0385508042;3
0140042598;0312282990;3
0679432477;0064407667;3
0684835983;0670844527;3
0684835983;0440226430;3
0140440046;0553268880;3
0684835983;0449221490;3
0684835983;0553279556;3
0767907817;0140293248;3
0140440046;0553274295;3
0684835983;1931561648;3
0684835983;0671693816;3
0060932759;0142001740;3
0140440046;080410753X;3
0767907817;0156027321;3
0767907817;0312983824;3
0060932759;0671510053;3
0767907817;0060096195;3
0140440046;0671003755;3
076790592X;0156027321;3
0060248025;1558744630;3
076790592X;0316569321;3
0140481389;0671003755;3
0060932759;0312195516;3
0140481389;0553210092;3
0140481389;0446310786;3
0140481389;0553271636;3
068483376X;0142001740;3
068483376X;0316666343;3
0140440046;0440940001;3
0099771519;0316666343;3
0140440046;0440219078;3
0836217691;0439064864;3
0064471063;0440498058;3
0099771519;0142001740;3
0099771519;0553280341;3
0836217691;0811802981;3
0836217691;0836218353;3
0836217691;0804106304;3
0099771519;0385484518;3
0140430725;0671617028;3
0099771519;0451166892;3
0099771519;0451526341;3
0060248025;0399146431;3
0060248025;0385484518;3
0140185216;0316666343;3
0060248025;0060256672;3
0140430725;0345370775;3
0671039741;042510687X;3
1558744630;0060256672;3
1558744630;0060248025;3
0140042393;0804106304;3
0140042393;067976402X;3
0836204387;0439064864;3
0140042393;0440211727;3
0140185216;0345465083;3
0836217691;0877017883;3
0099771519;0345387651;3
067168390X;0440213525;3
0140042393;0440220602;3
0140430725;0345391055;3
0140042393;0446310786;3
0836204387;0439139597;3
0553582763;0671793489;3
0553582763;0671004530;3
0684810387;0399142282;3
0743224574;067976402X;3
0767916069;0060987561;3
0767916069;0142001740;3
0553582763;0440221471;3
0553582763;038079487X;3
0553582763;0375727345;3
0553582763;0345361792;3
0553582763;0425119653;3
0140185216;0060928336;3
0743224574;0385337116;3
0684810387;0671001795;3
0684810387;0060391626;3
081297106X;0679735909;3
0684810387;0440226430;3
0743224574;0446532231;3
081297106X;0671003755;3
0767916069;0380718332;3
0765342987;0345339703;3
0765342987;0345351525;3
0060914653;0452269571;3
0765342987;059035342X;3
0140185216;0345337662;3
0765342987;0439139597;3
0765342987;0439064872;3
081297106X;0316776963;3
0743437802;0446601241;3
0743437802;0446600474;3
0743437802;0446364193;3
0743437802;0446604801;3
0060198133;014028009X;3
0894805770;0312305060;3
0894805770;0156528207;3
0743437802;0446606189;3
0060936363;0156027321;3
0679723161;0440211727;3
006019491X;0374199698;3
006019491X;0374129983;3
0140270590;0345438329;3
0811825558;059035342X;3
0060935464;014029628X;3
0670869902;0380002930;3
0060935464;0140293248;3
0060935464;0385484518;3
0670869902;0375707972;3
0670869902;0375703063;3
0061097861;0552996181;3
0811825558;0142002267;3
0670869902;0375706771;3
0887307876;0374199698;3
0060935464;0385504209;3
0670869902;037570504X;3
0811825558;0312195516;3
0064401847;0452282152;3
0140270590;0385504209;3
0140270590;0385511612;3
0670869902;0316569321;3
0064401847;0515120006;3
0887307876;0345438329;3
0811825558;0060938455;3
0060935464;039592720X;3
0671789422;068484477X;3
0060505885;0671003755;3
0671789422;0684857820;3
0671789422;1559029838;3
0811802981;0345337662;3
0140265686;0375502238;3
0064401847;140003065X;3
0060935464;067976402X;3
006019491X;0316666343;3
0671789422;0684874350;3
0811802981;0316776963;3
0811802981;0316769487;3
0811802981;0312980140;3
0786866845;1558745017;3
0061097861;0375760911;3
0060936363;0446672211;3
0671789422;067088300X;3
0671789422;0609804138;3
0060936363;0452284449;3
006019491X;0312278586;3
0064401847;0375727345;3
0061097861;0743467523;3
0679731725;0786868716;3
0064401847;0394820371;3
0060935464;0452264464;3
0679731725;068484267X;3
0061097861;044651652X;3
0877733759;0452282152;3
0061097861;0446532231;3
0679731725;0452269571;3
0877733759;0811802981;3
0887307876;0066214122;3
006019491X;0684874350;3
0887307876;0060938455;3
0887307876;014028009X;3
0887307876;0140067477;3
0061097861;0440998050;3
0887307876;044021145X;3
0811825558;0449221482;3
0743457358;0670855030;3
0061097861;0671014919;3
0811825558;080410526X;3
0743457358;0451177096;3
0743457358;0451176464;3
0811825558;0553284789;3
0811825558;0553279556;3
0743457358;0451188462;3
0743457358;0451167317;3
0811825558;0452283442;3
0811825558;0385199570;3
0743457358;0451151259;3
0812543262;0345353145;3
0812543262;0345378490;3
0060512822;0553572997;3
0671741187;055321313X;3
0812543262;0345350499;3
0743418190;0316666343;3
0140067779;0449223604;3
0812543262;0385479565;3
0140280553;0345445848;3
0140280553;0375707972;3
0671741187;0060502258;3
0812548051;0345370775;3
0670894184;0971880107;3
0671741187;0060976845;3
0671741187;0312278586;3
0671741187;0312966091;3
0679459618;0142001740;3
0679459618;0142004235;3
0609807900;014028009X;3
0743418190;0316776963;3
0743418190;0385498802;3
0609807900;0385335881;3
0609807900;0385335482;3
0812543262;0553572997;3
0743418190;0399148027;3
0743418190;0385510438;3
0609807900;0767905180;3
0786866586;0385484518;3
0140280553;0385484518;3
0140280553;0380813815;3
0743418190;0345441265;3
0679459626;0061009059;3
0609807900;043935806X;3
0609807900;0312278586;3
0060512822;0671003755;3
0060512822;0590353403;3
0679459618;0316693235;3
0786866586;0375726403;3
0670894184;0452282152;3
0786866586;0312980140;3
0812548051;0312966970;3
0679735909;044661193X;3
0812548051;0312983867;3
0812548051;0345314255;3
0670894184;0385504209;3
0670894184;0446519138;3
0812511816;0385199570;3
0679723110;0449212602;3
0679723110;0452269571;3
0671776134;0425162443;3
0671776134;0399148027;3
0671759345;0671867113;3
0671759345;0440211727;3
0060188731;0671001795;3
0786866845;0449221512;3
0060188731;068484477X;3
0060512822;0061030643;3
0679723110;0440998050;3
0671776134;0142001740;3
0060512822;014029628X;3
0671776134;0142000205;3
0671776134;0312291639;3
0679723110;0399501487;3
0679723110;0385504209;3
0061020710;0618002219;3
1551669498;0553583441;3
1551669498;0671001795;3
1551669498;067101420X;3
1551669498;0671027581;3
1551669498;0743245520;3
0060976241;0802130208;3
1551669498;0385505833;3
0060976241;0804106304;3
1551669498;0439064864;3
0671028383;0316154059;3
0671028383;0316666343;3
0671028383;0316788228;3
0812550757;0316769487;3
0140053204;0553268880;3
0786884592;0786862564;3
0786884592;1558743669;3
0679723110;0345337662;3
0060512822;0316569321;3
0679735909;0060958022;3
089480829X;0842329250;3
0670031909;0446610542;3
0679720200;0553272535;3
0060512822;0345370775;3
0786866845;0446610399;3
089480829X;0312195516;3
0886773520;0345384466;3
0886773520;0380789035;3
0886773520;0375703764;3
0886773520;0345314255;3
0886773520;0345313860;3
089480829X;0399501487;3
0679720200;0786885688;3
089480829X;0385484518;3
089480829X;0312971346;3
089480829X;0316666343;3
0786866845;0440236703;3
0786866845;0446610038;3
0679723110;0060920084;3
0679723110;1592400876;3
0786866845;0671025333;3
0670031909;1400031354;3
0671776134;0871136791;3
0786866845;0671001795;3
0060188731;0894808249;3
0679723110;0553572997;3
0670031909;0156027321;3
0670031909;0142001805;3
0670031909;0312306326;3
0670031909;0312274920;3
0670031909;0312265867;3
0670031909;0151008116;3
0670030643;1400034779;3
0670030643;1400031354;3
0670030643;0679457526;3
0060512822;0380710218;3
0061097853;0553574574;3
0060512822;0375727345;3
0060188731;0446675059;3
0060188731;0449005615;3
0061000043;0971880107;3
084232920X;0786881852;3
0679419462;0345423402;3
084232920X;0842329269;3
0679419462;044021145X;3
0679419462;0451172817;3
0679419462;0345427637;3
0684853523;0375504397;3
0679412956;0373484224;3
0684853523;0345444884;3
0061000043;0440221471;3
0684853523;0375727345;3
0684853523;0380789019;3
0061000043;0440215625;3
0679405283;0679454489;3
0061000043;055357230X;3
0671534734;0064400042;3
0679412956;034538475X;3
1573226521;0385492081;3
0553579983;0440214041;3
0028604199;0609804138;3
0553579983;044021145X;3
0553579983;0425182878;3
0553579983;0425177173;3
0679412956;059035342X;3
1573226521;0399501487;3
0553579983;0446601241;3
0553579983;1551667509;3
0679412956;0679454489;3
0679412956;0679441018;3
0553579983;0671867091;3
0805063889;0449212602;3
0671027344;0679734775;3
0812513738;0380752859;3
0671741195;055321313X;3
0812513738;0345370775;3
0812513738;0345350499;3
0812513738;0345314255;3
0553579983;0553582127;3
1573226521;0060915544;3
0028604199;080411109X;3
1573226521;0060928336;3
1573226521;0060976845;3
1573226521;0316769487;3
0671027344;0590353403;3
1573226521;0312195516;3
1573227331;0060934417;3
1573227331;014028009X;3
1573227331;0140293248;3
0060930187;0345370775;3
0679419462;0440221471;3
0028604199;0439139600;3
0671027344;0451524934;3
0553580272;0451167805;3
0553580272;0451176464;3
0553580272;0060938455;3
0553580272;0316666343;3
0671868691;0671041789;3
0671868691;0425162443;3
0836218620;0345313860;3
0060932759;0060928336;3
0060932759;0140293248;3
0671868691;0515131229;3
0060932759;0060921145;3
0671250671;0385504209;3
1573228214;034536676X;3
1573228214;0375705856;3
1573228214;0375706410;3
0028604199;002542730X;3
1573228214;0140293248;3
0804102988;0439139597;3
0028604199;0060934417;3
1573228214;0312195516;3
1573228214;0316769487;3
1573228214;0316776963;3
0804102988;0060987103;3
0804102988;068484477X;3
0671026011;0446612545;3
0671026011;044021145X;3
0679720200;0375727345;3
0679744398;0440207770;3
0743436210;0618002227;3
0679744398;0440998050;3
0671026011;0446610038;3
0671026011;0446611212;3
0679744398;0449005615;3
0679744398;0440222656;3
0679744398;0440224624;3
0679744398;0440940001;3
0679744398;0399501487;3
0786866586;014028009X;3
0812548051;0812511816;3
0743436210;0425107469;3
0786866586;1573225789;3
0679720200;0140298479;3
0671024094;0440206154;3
0671027344;0060929871;3
0875421180;0345313860;3
0875421180;0345337662;3
0679720200;0380731851;3
0671023616;0425163407;3
0671023616;0425175405;3
0679459626;0385472951;3
0671023616;0345413865;3
0671023616;0316666343;3
0061097853;0061000043;3
0679459626;0380718340;3
0671741195;0380718340;3
0812517725;0345350499;3
0061097853;0064407667;3
0679459626;0375707972;3
0061097853;0061097861;3
0679459626;0446610038;3
0679459626;0385504209;3
0671741195;0316666343;3
0812517725;0446310786;3
0671741195;044021145X;3
0812513738;0345313151;3
0874776945;0312195516;3
0874776945;0142001740;3
0671024094;0345361792;3
0679720200;0060938455;3
0812513738;0441172717;3
0679720200;0452264464;3
0875421180;0345370775;3
0618129022;0439064864;3
0671024094;0743437802;3
0618129022;0439136350;3
0618129022;0449005615;3
0671024094;0671026011;3
0618129022;043935806X;3
0618129022;0440213525;3
0679720200;0441790348;3
0812513738;0618002227;3
0679720200;0440225701;3
0671024094;0446612545;3
0618129022;0345313860;3
0553273914;067088300X;3
0380001411;044021145X;3
0553274503;0671003755;3
0380001411;0425162443;3
0380001411;0142000205;3
0380001411;044022165X;3
0553274503;0451172817;3
0380001411;0440940001;3
0553274503;0142001740;3
0156628708;0140177396;3
0156628708;0060502258;3
0156528207;0894805770;3
0553292722;0440212561;3
0553292722;044022165X;3
0380001411;0375726403;3
0375826688;0679429220;3
0375826688;0452282152;3
0375826688;0439139597;3
0375826688;0439136369;3
0375826688;0439136350;3
0380001411;0312195516;3
0380001411;0425147622;3
0156628708;014023313X;3
0156628708;0060958022;3
0553277537;0060502258;3
0310205719;0842332251;3
0553277537;0316769487;3
0310205719;084232920X;3
0310205719;0842329129;3
0310205719;0786868716;3
0553277537;0345337662;3
0310205719;0684848783;3
0553277537;0345351525;3
0553277537;034538475X;3
0553278223;0312924585;3
0380703882;0446609404;3
0380703882;044022165X;3
0380703882;0452282152;3
0380703882;0440226430;3
0380703882;0553580191;3
0380703882;0553579754;3
031205436X;0375725849;3
0553278355;0345423291;3
0553278355;0345441265;3
0553278355;0375412530;3
0156628708;044023722X;3
0553278274;0446610399;3
0553278274;0439136369;3
0553278223;0316769509;3
0553278274;0385504209;3
0553278223;0345353145;3
0553278223;0345370775;3
0310205719;0385721420;3
0553278223;044023722X;3
0553278223;0440414806;3
0553278274;0060976845;3
031205436X;0140298479;3
031205436X;0060938455;3
0553278274;0440214041;3
0553278274;0684874350;3
0380703882;0312966970;3
0380600129;0380702843;3
0380600129;0345370775;3
0380600129;0345339681;3
0380600129;0440998050;3
0380600129;0439136369;3
0380600129;0553274295;3
0380600129;055321313X;3
0553278274;0385486804;3
0156528207;0345342968;3
0156528207;0449223604;3
0156528207;0060175400;3
0156528207;0064407667;3
0156528207;0060938455;3
037582233X;0345449347;3
0375826688;0064407675;3
037582233X;0743454529;3
037582233X;0743418174;3
037582233X;0345423291;3
037582233X;0446672211;3
037582233X;0440498058;3
0375826688;0066214122;3
031205436X;0684874350;3
0142000663;0380002930;3
0142000663;0312195516;3
0553574574;0671038184;3
0553574574;0679745203;3
0553574574;0684874350;3
0142000663;0345342968;3
0553574574;0446611867;3
0142000663;0345370775;3
0553573403;0446532231;3
0142000663;0446310786;3
0553573403;0452282152;3
0553573403;0553213148;3
0553573403;0553562738;3
0553573403;0553572997;3
0553573403;0553580221;3
0553573403;0590353403;3
0553573403;0743225406;3
0375703861;1573229725;3
0553573136;0380730138;3
0375703861;0552998486;3
0375703861;0553279912;3
0375703861;0552996181;3
0553573136;0312195516;3
0553573136;0316284955;3
0553573136;0345361792;3
0553573136;0375500510;3
0553572040;1400031346;3
0553572202;0440234743;3
0553572202;0449219461;3
0553572202;0316666343;3
0553572202;0440214041;3
0553572202;0316693200;3
0553574671;0061009059;3
0375703764;0440498058;3
0375703764;0446310786;3
0375703764;0451160525;3
0375703764;0449212602;3
0375705198;0684872153;3
0553575384;0449005615;3
0553575384;0452282152;3
0553575384;0590353403;3
0553575384;0679429220;3
0553575384;0804106304;3
0553575384;080410753X;3
0553575384;0812550706;3
0375705198;0743418174;3
0375705198;068484477X;3
0375705198;067976402X;3
0553574671;0553578308;3
0553574671;059035342X;3
0553574671;0671001795;3
0553574671;0671023616;3
0553573136;1558744150;3
0375705198;0375705856;3
0375705198;0061009059;3
0375705198;0312195516;3
055357258X;0385335830;3
055357258X;0061009059;3
055357258X;0060934417;3
055357258X;0312306326;3
0553571656;1573225789;3
0553571818;0425182908;3
0142001821;0316601950;3
0553571818;0446611212;3
0553571818;0553582127;3
055357258X;0385492081;3
0553571656;0061009059;3
0142001821;0425179672;3
0553571656;0061030643;3
0553571656;0142000205;3
0142001821;0439064864;3
0142001821;0385722206;3
0553571818;0425182878;3
0375758992;0449005615;3
0156028778;0374199698;3
0156028778;0345436911;3
0375758992;0440180295;3
0375758992;042511774X;3
0375758992;0385722206;3
0156028778;0375726403;3
0156028778;0316666343;3
015602943X;0312980140;3
015602943X;0380977788;3
0553289691;0060987103;3
0553289691;0064407667;3
0156006529;0452282829;3
0156006529;0375727345;3
0156006529;0671038184;3
0553292722;0060930535;3
0553292722;014025448X;3
0156006529;0316899984;3
0156006529;0316601950;3
0156006529;0156005891;3
0553280945;0671028375;3
0553280945;0679751521;3
0553282476;0804114986;3
0553283685;0060392452;3
0553283685;0345339738;3
0553283685;044021145X;3
0553280945;0590353403;3
0553280945;0553579606;3
015602943X;0385484518;3
0380012863;0804106304;3
0380012863;0671004107;3
0380012863;0440220602;3
0380012863;0440214041;3
0380012863;0553296981;3
0380012863;0345337662;3
0380012863;0316769487;3
0380012863;0312195516;3
0380012863;0060928336;3
0156007754;0671510053;3
0553287737;0553260111;3
0553287737;044021145X;3
0553287737;0440211727;3
0553287737;0440236673;3
0156007754;1573225789;3
0156007754;0688177859;3
0553280414;0451190556;3
0553280414;0452264464;3
0553280414;0590353403;3
0374525641;067976402X;3
0374525641;0679735909;3
0374525641;0671510053;3
0380817691;0425182878;3
038082101X;0140293248;3
0374525641;0061009059;3
0374525641;0064407667;3
0374525641;0070212570;3
038082101X;014028009X;3
038082101X;0060987561;3
0374525641;0804114986;3
0374525641;0671038184;3
0380820293;0425183971;3
0380820293;0385720106;3
0380820293;0375726403;3
0380820293;0316666343;3
0380820293;0312278586;3
0380820293;0312195516;3
0380820293;0140298479;3
0515135739;0515132187;3
038082101X;044023722X;3
0515135739;0553578693;3
0515134384;0312976275;3
0515134384;0060958022;3
0515134384;0061009059;3
0515134384;0061097861;3
0515134384;0312265867;3
0515134384;0375760911;3
0515134384;0345391055;3
0515134384;0345417623;3
0515134384;0440174643;3
0380814021;0590353403;3
0380814021;043935806X;3
0380814021;0439139597;3
0380814021;0439136350;3
0380814021;0316666343;3
0515135739;0440225701;3
0515135739;0425119653;3
0312284683;051513287X;3
0312284683;1551669498;3
0312284683;0804114609;3
0385324057;0670855030;3
0385324057;0446310786;3
0385324057;0440219078;3
0385324057;0440214041;3
0385324057;0671003755;3
0312284683;0743418174;3
0312284683;0743245520;3
0515133302;0060502258;3
0515133302;0312195516;3
0515133302;0373218397;3
0515133302;0440214041;3
0515133302;0440224764;3
0515133876;0441003257;3
0515133876;0312265867;3
0515133876;0345313860;3
0515133876;0345384466;3
0312284683;0440241162;3
038529929X;0842329129;3
038529929X;0805062971;3
0312283709;1573225789;3
0385315236;0385504209;3
0385315236;0440221595;3
0385315236;0440214041;3
0385315236;0440211727;3
0385315236;0440122090;3
0312283709;0385475721;3
0312283709;042513699X;3
0312283709;0399148027;3
0312283709;0385509510;3
0385315236;0525941908;3
0385315236;0316602051;3
0385315236;0345337662;3
0312283709;0385498802;3
0385337116;0385503954;3
0385418493;0312195516;3
0385418493;0060987103;3
0385337116;0385475721;3
0385337116;0375727345;3
0385337116;0375705856;3
0312421273;0812967240;3
0385337116;0385509510;3
0385337116;0743224574;3
0385337116;067976402X;3
0385337116;0679429220;3
0385337116;0671027360;3
0374100128;0375703055;3
0515130044;0767900383;3
0374100128;0375727345;3
0385336810;0316168688;3
0385336810;0385335830;3
0374100128;0440236703;3
0385334036;0375727345;3
0385334036;0375726403;3
0374100128;0446606812;3
0385334036;0316666343;3
0385334036;0316569321;3
0385334036;014028009X;3
0385334036;0060987529;3
0374100128;0385505833;3
0374100128;0380730138;3
0515130044;074343627X;3
0515130044;014028009X;3
0515130044;0312980140;3
0515130044;0316601950;3
0515130044;0345413873;3
0515130044;0425182908;3
0515130044;0440225701;3
0312421273;0743418174;3
0312421273;0671003755;3
0515127221;0743237188;3
0515127221;0385505833;3
0515127221;0385492081;3
0515135739;0312971346;3
0515135739;0312976275;3
0515135739;0312980159;3
0515127221;0312980140;3
0515127221;0345342968;3
0312421273;0345438329;3
0312421273;0316666343;3
0312421273;0312283709;3
0553380095;0684848783;3
0553380095;0670032379;3
0553377868;0380813815;3
0553377868;0385335482;3
0553377868;0385722206;3
0553377868;0440414806;3
0553295772;0451180410;3
0553295772;0553582747;3
0553295772;0671673688;3
